Angle reel (degres);Pastille 1;Pastille 2;Pastille 3;Pastille 4;Pastille 5;Pastille 6;Moyenne reelle;Ecart type reel (degres);;
45;8,83E-01;9,31E-01;7,47E-01;0,00E+00;1,39E-01;1,00E+00;1,42E-06;6,00E-07;;
345;1,00E+00;8,76E-01;0,00E+00;2,38E-02;9,69E-01;9,62E-01;2,28E-07;1,45E-07;;
195;0,00E+00;7,07E-01;9,68E-01;9,96E-01;1,00E+00;4,56E-02;3,23E-07;2,10E-07;;
285;9,15E-01;0,00E+00;8,25E-02;9,25E-01;9,51E-01;1,00E+00;1,99E-06;1,21E-06;;
45;1,00E+00;9,91E-01;4,49E-02;0,00E+00;3,91E-02;9,57E-01;1,98E-07;1,84E-07;;
210;0,00E+00;1,69E-01;9,74E-01;1,00E+00;9,45E-01;1,53E-01;1,65E-06;1,21E-06;;
15;9,93E-01;9,64E-01;1,95E-02;0,00E+00;8,63E-01;1,00E+00;2,16E-07;1,43E-07;;
75;1,00E+00;9,94E-01;9,29E-01;4,37E-02;0,00E+00;9,24E-01;1,33E-06;8,72E-07;;
345;1,00E+00;8,77E-01;0,00E+00;2,19E-02;9,85E-01;9,76E-01;1,14E-07;7,32E-08;;
30;1,00E+00;9,64E-01;5,33E-02;0,00E+00;3,17E-01;1,00E+00;1,40E-06;1,06E-06;;
315;9,77E-01;6,95E-02;0,00E+00;8,05E-02;9,95E-01;1,00E+00;1,78E-07;1,54E-07;;
240;0,00E+00;6,84E-03;9,22E-01;9,97E-01;1,00E+00;5,84E-01;9,95E-08;7,27E-08;;
360;9,73E-01;8,09E-01;0,00E+00;3,71E-03;7,67E-01;1,00E+00;1,10E-07;6,61E-08;;
60;1,00E+00;9,96E-01;6,35E-01;0,00E+00;6,59E-03;9,39E-01;1,47E-06;1,06E-06;;
120;7,66E-01;1,00E+00;1,00E+00;8,98E-01;1,58E-02;0,00E+00;4,80E-08;3,23E-08;;
180;2,92E-03;8,14E-01;1,00E+00;9,96E-01;8,22E-01;0,00E+00;2,08E-07;1,39E-07;;
225;0,00E+00;4,30E-02;9,72E-01;1,00E+00;9,88E-01;5,03E-02;2,63E-07;2,42E-07;;
75;9,85E-01;9,63E-01;9,93E-01;1,23E-01;0,00E+00;1,00E+00;2,25E-06;1,17E-06;;
240;0,00E+00;7,35E-03;9,62E-01;9,93E-01;1,00E+00;6,36E-01;1,71E-06;1,23E-06;;
345;9,82E-01;8,72E-01;0,00E+00;2,93E-02;1,00E+00;9,64E-01;2,11E-06;1,35E-06;;
90;9,75E-01;1,00E+00;9,86E-01;5,08E-01;0,00E+00;5,04E-01;5,16E-08;2,82E-08;;
345;9,81E-01;1,00E+00;0,00E+00;5,29E-02;9,16E-01;9,88E-01;1,72E-06;9,58E-07;;
345;1,00E+00;8,26E-01;0,00E+00;9,82E-03;9,82E-01;9,94E-01;1,31E-06;9,00E-07;;
255;1,46E-01;0,00E+00;1,00E+00;8,91E-01;7,15E-01;9,57E-01;7,40E-07;3,16E-07;;
165;1,76E-02;9,38E-01;1,00E+00;9,85E-01;8,11E-01;0,00E+00;1,10E-07;7,39E-08;;
225;0,00E+00;7,01E-02;9,71E-01;1,00E+00;9,82E-01;7,61E-02;9,09E-08;7,94E-08;;
210;0,00E+00;5,45E-01;9,62E-01;1,00E+00;9,62E-01;1,17E-01;1,61E-06;9,26E-07;;
60;9,82E-01;1,00E+00;8,02E-01;0,00E+00;3,00E-02;9,50E-01;2,06E-06;1,28E-06;;
105;8,42E-01;1,00E+00;9,65E-01;8,74E-01;0,00E+00;3,41E-02;1,08E-07;7,20E-08;;
315;9,79E-01;1,99E-01;0,00E+00;1,92E-01;9,87E-01;1,00E+00;1,83E-06;1,17E-06;;
15;1,00E+00;9,51E-01;3,13E-03;0,00E+00;6,99E-01;9,95E-01;7,15E-07;5,13E-07;;
270;4,92E-01;0,00E+00;4,95E-01;9,99E-01;1,00E+00;9,93E-01;1,34E-06;7,47E-07;;
45;1,00E+00;9,92E-01;3,89E-02;0,00E+00;3,22E-02;9,52E-01;3,98E-08;3,73E-08;;
45;6,63E-01;8,18E-01;9,13E-01;0,00E+00;1,65E-01;1,00E+00;7,83E-07;2,00E-07;;
15;9,99E-01;9,66E-01;1,22E-02;0,00E+00;7,50E-01;1,00E+00;3,19E-07;2,21E-07;;
30;9,82E-01;9,54E-01;9,57E-02;0,00E+00;4,16E-01;1,00E+00;1,94E-06;1,22E-06;;
195;0,00E+00;1,00E+00;4,91E-01;4,67E-01;7,42E-01;8,23E-02;8,21E-07;1,80E-07;;
180;0,00E+00;8,04E-01;1,00E+00;9,94E-01;8,13E-01;9,88E-04;1,24E-06;8,57E-07;;
165;4,31E-02;9,89E-01;1,00E+00;9,87E-01;6,72E-01;0,00E+00;2,48E-07;1,64E-07;;
270;8,30E-01;0,00E+00;8,22E-01;1,00E+00;9,04E-01;9,93E-01;1,60E-06;5,33E-07;;
15;9,66E-01;1,00E+00;5,23E-02;0,00E+00;9,11E-01;9,22E-01;3,48E-07;1,97E-07;;
120;7,63E-01;9,78E-01;1,00E+00;9,41E-01;3,06E-02;0,00E+00;2,18E-07;1,36E-07;;
90;9,89E-01;1,00E+00;9,92E-01;6,15E-01;0,00E+00;6,11E-01;1,42E-06;7,06E-07;;
180;0,00E+00;8,15E-01;9,98E-01;1,00E+00;8,31E-01;2,37E-03;1,52E-08;9,94E-09;;
285;8,72E-01;0,00E+00;3,50E-02;8,48E-01;1,00E+00;9,67E-01;1,07E-07;7,19E-08;;
240;1,39E-04;0,00E+00;8,44E-01;1,00E+00;9,97E-01;8,54E-01;2,42E-07;1,59E-07;;
225;0,00E+00;3,22E-01;1,00E+00;9,03E-01;9,00E-01;3,99E-01;6,87E-07;1,96E-07;;
105;8,69E-01;1,00E+00;9,85E-01;8,64E-01;0,00E+00;1,99E-02;7,31E-07;5,05E-07;;
45;9,68E-01;1,00E+00;5,61E-01;0,00E+00;6,72E-02;9,14E-01;1,77E-06;1,14E-06;;
315;1,00E+00;1,57E-01;0,00E+00;1,36E-01;9,42E-01;9,79E-01;2,93E-07;2,07E-07;;
120;9,78E-01;9,83E-01;1,00E+00;8,88E-01;0,00E+00;2,22E-03;2,01E-06;1,18E-06;;
210;0,00E+00;2,34E-01;1,00E+00;9,99E-01;9,89E-01;2,16E-01;1,78E-06;1,14E-06;;
45;1,00E+00;9,80E-01;4,90E-01;0,00E+00;4,71E-02;9,87E-01;1,49E-08;1,03E-08;;
195;0,00E+00;7,90E-01;9,79E-01;9,66E-01;1,00E+00;1,03E-01;2,17E-06;1,19E-06;;
150;1,21E-01;9,56E-01;1,00E+00;9,85E-01;1,25E-01;0,00E+00;1,88E-07;1,51E-07;;
315;9,57E-01;7,22E-02;0,00E+00;8,19E-02;1,00E+00;9,86E-01;2,70E-07;2,31E-07;;
165;4,98E-02;9,40E-01;1,00E+00;9,91E-01;8,86E-01;0,00E+00;2,17E-06;1,25E-06;;
75;9,88E-01;1,00E+00;8,91E-01;1,06E-02;0,00E+00;8,65E-01;2,40E-07;1,67E-07;;
360;9,74E-01;7,28E-01;0,00E+00;2,70E-03;8,17E-01;1,00E+00;1,04E-07;6,75E-08;;
105;8,86E-01;1,00E+00;9,95E-01;8,86E-01;0,00E+00;5,67E-03;1,28E-06;8,95E-07;;
285;8,80E-01;0,00E+00;8,38E-03;8,70E-01;1,00E+00;9,89E-01;4,86E-08;3,40E-08;;
300;8,60E-01;0,00E+00;2,74E-03;8,55E-01;9,92E-01;1,00E+00;2,12E-07;1,40E-07;;
225;0,00E+00;1,35E-01;9,49E-01;9,96E-01;1,00E+00;1,51E-01;1,61E-06;1,19E-06;;
270;5,15E-01;0,00E+00;5,13E-01;9,79E-01;1,00E+00;9,86E-01;1,14E-07;6,14E-08;;
90;9,00E-01;1,00E+00;9,39E-01;6,03E-01;0,00E+00;5,76E-01;2,33E-07;1,13E-07;;
135;9,28E-02;1,00E+00;9,95E-01;9,44E-01;9,78E-02;0,00E+00;9,18E-08;7,55E-08;;
270;7,61E-01;0,00E+00;7,28E-01;1,00E+00;7,24E-01;9,84E-01;7,95E-07;2,83E-07;;
285;9,05E-01;0,00E+00;1,19E-02;9,05E-01;1,00E+00;9,84E-01;1,57E-06;1,09E-06;;
285;5,03E-01;0,00E+00;3,90E-02;9,48E-01;9,87E-01;1,00E+00;2,06E-07;1,43E-07;;
180;0,00E+00;8,71E-01;1,00E+00;9,84E-01;8,08E-01;2,90E-03;1,91E-06;1,01E-06;;
105;9,49E-01;9,68E-01;1,00E+00;6,60E-01;0,00E+00;1,03E-01;2,13E-06;1,16E-06;;
255;5,26E-02;0,00E+00;9,12E-01;1,00E+00;9,77E-01;8,96E-01;1,59E-06;1,03E-06;;
240;0,00E+00;1,11E-02;9,25E-01;9,83E-01;1,00E+00;7,85E-01;1,27E-06;8,72E-07;;
150;4,04E-02;9,64E-01;9,95E-01;1,00E+00;2,45E-01;0,00E+00;2,89E-07;2,27E-07;;
75;9,90E-01;1,00E+00;8,87E-01;3,85E-02;0,00E+00;8,64E-01;2,43E-07;1,61E-07;;
15;1,00E+00;9,80E-01;5,76E-02;0,00E+00;9,41E-01;9,67E-01;2,66E-07;1,52E-07;;
60;9,87E-01;1,00E+00;8,90E-01;0,00E+00;1,17E-03;9,83E-01;2,01E-06;1,17E-06;;
315;1,00E+00;1,73E-01;0,00E+00;1,92E-01;9,96E-01;9,48E-01;1,15E-06;7,55E-07;;
120;8,99E-01;9,66E-01;1,00E+00;9,96E-01;5,58E-02;0,00E+00;2,05E-06;1,06E-06;;
150;1,27E-01;9,52E-01;1,00E+00;9,65E-01;1,22E-01;0,00E+00;1,37E-08;1,08E-08;;
255;4,75E-02;0,00E+00;5,32E-01;9,68E-01;1,00E+00;9,95E-01;2,31E-07;1,57E-07;;
195;0,00E+00;9,39E-01;9,40E-01;9,94E-01;1,00E+00;3,05E-02;2,60E-07;1,64E-07;;
90;1,00E+00;8,96E-01;9,91E-01;6,89E-01;0,00E+00;6,90E-01;1,51E-06;6,41E-07;;
30;1,00E+00;9,98E-01;1,63E-01;0,00E+00;6,23E-01;9,80E-01;2,20E-06;9,90E-07;;
195;0,00E+00;6,97E-01;9,59E-01;9,89E-01;1,00E+00;3,86E-02;2,12E-07;1,41E-07;;
285;9,51E-01;0,00E+00;6,09E-02;1,00E+00;8,66E-01;9,50E-01;1,35E-06;8,46E-07;;
150;2,81E-02;9,81E-01;9,97E-01;1,00E+00;2,24E-01;0,00E+00;1,11E-06;9,24E-07;;
30;9,96E-01;1,00E+00;1,59E-01;0,00E+00;6,55E-01;9,90E-01;2,27E-06;9,72E-07;;
90;9,10E-01;1,00E+00;9,39E-01;6,03E-01;0,00E+00;5,88E-01;1,18E-07;5,71E-08;;
135;8,88E-02;1,00E+00;9,98E-01;9,99E-01;8,04E-02;0,00E+00;1,08E-06;9,29E-07;;
195;0,00E+00;9,48E-01;9,65E-01;1,00E+00;9,91E-01;2,92E-02;1,61E-08;1,01E-08;;
300;1,00E+00;6,15E-02;0,00E+00;9,29E-01;9,63E-01;9,80E-01;2,25E-06;1,09E-06;;
90;9,80E-01;1,00E+00;9,87E-01;5,21E-01;0,00E+00;5,16E-01;2,58E-07;1,39E-07;;
330;1,00E+00;3,20E-01;0,00E+00;2,92E-01;9,65E-01;9,20E-01;1,35E-06;5,93E-07;;
75;9,76E-01;9,57E-01;9,90E-01;1,26E-01;0,00E+00;1,00E+00;2,29E-06;1,16E-06;;
150;2,14E-01;9,68E-01;9,95E-01;1,00E+00;2,36E-01;0,00E+00;1,79E-06;1,15E-06;;
225;0,00E+00;1,96E-01;9,80E-01;9,88E-01;1,00E+00;2,14E-01;1,93E-06;1,19E-06;;
270;4,90E-01;0,00E+00;4,91E-01;9,74E-01;1,00E+00;9,68E-01;7,64E-07;4,24E-07;;
150;2,13E-02;9,80E-01;1,00E+00;9,83E-01;2,06E-01;0,00E+00;6,25E-07;5,33E-07;;
165;2,59E-02;9,54E-01;9,98E-01;1,00E+00;8,55E-01;0,00E+00;1,87E-06;1,20E-06;;
225;0,00E+00;1,48E-01;9,90E-01;1,00E+00;9,88E-01;1,46E-01;1,68E-06;1,24E-06;;
330;1,00E+00;1,35E-01;0,00E+00;1,25E-01;9,73E-01;9,97E-01;2,87E-07;2,27E-07;;
255;1,68E-02;0,00E+00;8,60E-01;9,71E-01;1,00E+00;8,64E-01;4,88E-08;3,36E-08;;
345;1,00E+00;8,06E-01;0,00E+00;1,03E-01;9,81E-01;9,72E-01;2,22E-06;1,19E-06;;
360;9,98E-01;8,21E-01;0,00E+00;4,79E-03;8,56E-01;1,00E+00;1,84E-06;1,10E-06;;
165;3,61E-02;9,25E-01;9,77E-01;1,00E+00;9,11E-01;0,00E+00;5,32E-08;3,18E-08;;
105;8,46E-01;1,00E+00;9,66E-01;8,85E-01;0,00E+00;3,45E-02;3,22E-07;2,13E-07;;
270;7,29E-01;0,00E+00;7,31E-01;1,00E+00;9,86E-01;9,99E-01;2,30E-06;9,52E-07;;
30;1,00E+00;9,78E-01;2,11E-02;0,00E+00;1,64E-01;1,00E+00;2,72E-07;2,35E-07;;
15;7,93E-01;8,89E-01;6,78E-02;0,00E+00;1,00E+00;8,23E-01;1,52E-06;5,79E-07;;
60;1,00E+00;9,93E-01;9,13E-01;0,00E+00;4,05E-02;8,96E-01;1,64E-06;9,80E-07;;
330;1,00E+00;3,06E-01;0,00E+00;6,07E-02;9,89E-01;1,00E+00;1,74E-06;1,30E-06;;
210;0,00E+00;1,55E-01;9,96E-01;1,00E+00;9,77E-01;2,04E-02;1,80E-07;1,57E-07;;
240;0,00E+00;2,46E-03;8,52E-01;9,99E-01;1,00E+00;8,56E-01;2,13E-07;1,40E-07;;
285;9,05E-01;0,00E+00;6,58E-02;8,85E-01;1,00E+00;9,63E-01;3,33E-07;2,06E-07;;
345;9,50E-01;1,00E+00;0,00E+00;7,17E-02;8,90E-01;9,35E-01;2,15E-06;1,02E-06;;
285;8,72E-01;0,00E+00;2,01E-02;8,89E-01;1,00E+00;9,85E-01;2,15E-07;1,47E-07;;
210;0,00E+00;3,08E-01;1,00E+00;9,98E-01;9,86E-01;3,63E-02;6,56E-07;5,16E-07;;
300;9,05E-01;1,83E-03;0,00E+00;1,00E+00;9,69E-01;9,83E-01;2,18E-06;1,22E-06;;
165;1,02E-02;9,65E-01;1,00E+00;9,95E-01;7,37E-01;0,00E+00;1,52E-08;1,05E-08;;
120;8,84E-01;9,90E-01;1,00E+00;9,72E-01;3,17E-02;0,00E+00;2,07E-06;1,28E-06;;
285;9,88E-01;0,00E+00;1,26E-01;9,78E-01;9,83E-01;1,00E+00;2,15E-06;1,14E-06;;
330;1,00E+00;2,56E-01;0,00E+00;2,34E-01;9,83E-01;9,86E-01;1,96E-06;1,19E-06;;
150;2,34E-01;9,92E-01;9,92E-01;1,00E+00;2,55E-01;0,00E+00;1,97E-06;1,19E-06;;
255;1,43E-01;0,00E+00;6,87E-01;9,17E-01;8,45E-01;1,00E+00;1,42E-06;6,00E-07;;
30;1,00E+00;9,76E-01;8,39E-02;0,00E+00;5,03E-01;9,70E-01;2,11E-07;1,31E-07;;
285;5,04E-01;0,00E+00;4,19E-02;9,50E-01;9,91E-01;1,00E+00;3,11E-07;2,12E-07;;
90;9,91E-01;1,00E+00;9,80E-01;8,13E-02;0,00E+00;8,04E-02;6,14E-07;5,39E-07;;
165;7,03E-02;8,63E-01;9,02E-01;9,04E-01;1,00E+00;0,00E+00;2,37E-06;1,01E-06;;
225;0,00E+00;2,38E-01;1,00E+00;9,47E-01;9,73E-01;2,42E-01;1,92E-06;1,04E-06;;
150;9,59E-02;9,46E-01;9,68E-01;1,00E+00;3,96E-01;0,00E+00;1,87E-06;1,20E-06;;
135;2,10E-01;9,76E-01;1,00E+00;9,92E-01;2,12E-01;0,00E+00;1,96E-06;1,16E-06;;
360;9,89E-01;8,55E-01;0,00E+00;2,14E-03;8,33E-01;1,00E+00;1,98E-06;1,16E-06;;
105;1,00E+00;9,65E-01;9,70E-01;9,88E-01;0,00E+00;1,36E-01;2,28E-06;1,16E-06;;
255;1,00E-02;0,00E+00;8,60E-01;9,94E-01;1,00E+00;8,57E-01;7,24E-07;5,07E-07;;
60;1,00E+00;9,88E-01;9,85E-01;0,00E+00;6,31E-02;9,35E-01;2,23E-06;1,12E-06;;
60;9,58E-01;9,65E-01;8,99E-01;2,29E-03;0,00E+00;1,00E+00;2,23E-06;1,22E-06;;
255;1,28E-01;0,00E+00;1,00E+00;9,73E-01;9,54E-01;9,88E-01;2,29E-06;1,16E-06;;
45;9,98E-01;1,00E+00;4,59E-01;0,00E+00;2,79E-02;9,59E-01;6,80E-07;5,07E-07;;
90;9,86E-01;1,00E+00;9,80E-01;4,33E-01;0,00E+00;4,42E-01;1,09E-07;6,36E-08;;
195;0,00E+00;8,62E-01;1,00E+00;9,80E-01;9,34E-01;2,77E-02;1,60E-06;1,05E-06;;
300;1,00E+00;8,04E-02;0,00E+00;9,40E-01;8,23E-01;8,83E-01;1,49E-06;5,64E-07;;
300;9,53E-01;1,07E-02;0,00E+00;7,66E-01;1,00E+00;9,88E-01;1,49E-08;1,01E-08;;
120;5,78E-01;9,92E-01;1,00E+00;9,14E-01;5,86E-03;0,00E+00;2,27E-07;1,66E-07;;
105;9,54E-01;9,53E-01;1,00E+00;9,39E-01;0,00E+00;9,23E-02;2,20E-06;1,28E-06;;
285;1,00E+00;0,00E+00;1,79E-01;9,52E-01;6,53E-01;8,26E-01;7,64E-07;2,80E-07;;
270;3,16E-01;0,00E+00;2,78E-01;1,00E+00;9,11E-01;9,93E-01;1,37E-06;6,10E-07;;
15;9,54E-01;1,00E+00;3,47E-02;0,00E+00;8,78E-01;9,34E-01;1,36E-06;8,38E-07;;
240;0,00E+00;1,60E-02;9,85E-01;9,92E-01;1,00E+00;6,88E-01;1,82E-06;1,26E-06;;
360;1,00E+00;8,20E-01;2,87E-04;0,00E+00;7,73E-01;9,83E-01;1,46E-08;1,01E-08;;
270;4,32E-01;0,00E+00;4,43E-01;9,90E-01;1,00E+00;9,70E-01;2,16E-07;1,26E-07;;
60;9,96E-01;1,00E+00;5,84E-01;0,00E+00;4,49E-03;9,23E-01;2,26E-07;1,65E-07;;
135;9,62E-02;9,94E-01;1,00E+00;9,76E-01;1,01E-01;0,00E+00;2,08E-07;1,69E-07;;
255;6,07E-02;0,00E+00;9,20E-01;9,92E-01;1,00E+00;9,03E-01;2,54E-07;1,58E-07;;
345;1,00E+00;8,83E-01;0,00E+00;4,59E-02;9,60E-01;9,98E-01;2,00E-06;1,19E-06;;
105;9,16E-01;9,63E-01;1,00E+00;9,15E-01;0,00E+00;6,69E-02;2,07E-06;1,30E-06;;
285;8,63E-01;0,00E+00;3,08E-02;8,37E-01;1,00E+00;9,73E-01;2,44E-07;1,63E-07;;
210;0,00E+00;1,41E-01;1,00E+00;1,00E+00;9,70E-01;1,49E-02;4,09E-08;3,62E-08;;
75;9,63E-01;1,00E+00;9,93E-01;3,95E-02;0,00E+00;5,18E-01;1,02E-07;7,09E-08;;
330;9,90E-01;1,09E-01;0,00E+00;9,56E-02;9,90E-01;1,00E+00;1,10E-06;9,26E-07;;
180;0,00E+00;8,23E-01;9,90E-01;1,00E+00;8,38E-01;9,19E-04;3,11E-07;2,15E-07;;
90;1,00E+00;8,94E-01;9,85E-01;8,25E-01;0,00E+00;8,27E-01;1,61E-06;5,35E-07;;
330;9,80E-01;4,88E-01;0,00E+00;7,85E-02;9,93E-01;1,00E+00;1,26E-06;8,33E-07;;
30;1,00E+00;9,89E-01;1,15E-01;0,00E+00;1,20E-01;9,72E-01;2,17E-07;1,74E-07;;
300;8,56E-01;2,20E-03;0,00E+00;9,41E-01;9,79E-01;1,00E+00;1,87E-06;1,18E-06;;
330;1,00E+00;5,90E-01;0,00E+00;1,82E-01;8,96E-01;9,32E-01;1,40E-06;5,18E-07;;
30;1,00E+00;9,80E-01;2,04E-02;0,00E+00;2,07E-01;9,94E-01;6,28E-07;5,35E-07;;
255;5,66E-03;0,00E+00;8,82E-01;1,00E+00;9,99E-01;8,89E-01;1,28E-06;8,97E-07;;
75;1,00E+00;9,74E-01;8,96E-01;5,20E-02;0,00E+00;9,11E-01;1,59E-06;1,04E-06;;
300;9,44E-01;3,49E-02;0,00E+00;7,72E-01;9,73E-01;1,00E+00;3,30E-07;2,03E-07;;
150;1,62E-01;9,68E-01;1,00E+00;9,91E-01;1,73E-01;0,00E+00;1,64E-06;1,20E-06;;
210;0,00E+00;6,05E-01;9,90E-01;1,00E+00;9,94E-01;1,52E-01;2,04E-06;9,84E-07;;
240;0,00E+00;1,42E-02;9,14E-01;9,97E-01;1,00E+00;7,10E-01;4,74E-08;3,22E-08;;
90;9,82E-01;1,00E+00;9,88E-01;5,73E-01;0,00E+00;5,71E-01;1,67E-08;8,52E-09;;
285;7,46E-01;0,00E+00;1,44E-01;1,00E+00;8,88E-01;9,53E-01;1,42E-06;6,03E-07;;
315;1,00E+00;3,98E-01;0,00E+00;3,55E-01;6,83E-01;7,00E-01;7,72E-07;1,11E-07;;
105;8,90E-01;1,00E+00;9,73E-01;8,72E-01;0,00E+00;4,71E-02;7,43E-07;4,94E-07;;
360;1,00E+00;8,55E-01;0,00E+00;4,55E-04;9,02E-01;9,94E-01;2,18E-06;1,09E-06;;
195;0,00E+00;8,46E-01;9,87E-01;1,00E+00;9,55E-01;1,58E-02;1,10E-07;7,33E-08;;
180;4,65E-03;7,67E-01;1,00E+00;9,73E-01;8,01E-01;0,00E+00;3,33E-07;1,93E-07;;
75;9,57E-01;9,43E-01;1,00E+00;9,43E-02;0,00E+00;5,98E-01;2,02E-06;1,17E-06;;
30;1,00E+00;9,86E-01;1,20E-01;0,00E+00;1,25E-01;9,72E-01;9,57E-08;7,73E-08;;
90;9,70E-01;1,00E+00;9,71E-01;5,66E-01;0,00E+00;5,67E-01;3,51E-07;1,78E-07;;
315;9,97E-01;2,20E-02;0,00E+00;2,42E-02;1,00E+00;1,00E+00;1,03E-06;9,90E-07;;
345;9,86E-01;6,67E-01;0,00E+00;4,30E-02;9,88E-01;1,00E+00;2,48E-07;1,65E-07;;
360;1,00E+00;7,65E-01;0,00E+00;2,10E-04;8,19E-01;9,99E-01;1,52E-08;9,66E-09;;
330;9,82E-01;5,29E-01;0,00E+00;6,74E-02;9,73E-01;1,00E+00;2,47E-07;1,53E-07;;
165;2,15E-02;9,81E-01;9,76E-01;1,00E+00;8,93E-01;0,00E+00;3,45E-07;2,17E-07;;
300;9,74E-01;3,27E-02;0,00E+00;8,79E-01;9,93E-01;1,00E+00;2,07E-06;1,28E-06;;
315;1,00E+00;3,28E-02;0,00E+00;4,63E-01;9,76E-01;9,80E-01;1,20E-06;8,80E-07;;
180;7,95E-03;1,00E+00;9,08E-01;8,64E-01;8,96E-01;0,00E+00;1,53E-06;4,26E-07;;
225;0,00E+00;5,00E-01;1,00E+00;7,02E-01;7,68E-01;4,44E-01;7,82E-07;1,18E-07;;
135;5,26E-01;9,51E-01;9,63E-01;1,00E+00;6,93E-02;0,00E+00;1,77E-06;1,16E-06;;
180;1,15E-03;9,01E-01;9,93E-01;1,00E+00;8,48E-01;0,00E+00;2,19E-06;1,08E-06;;
225;0,00E+00;1,31E-01;9,37E-01;1,00E+00;9,93E-01;1,42E-01;4,39E-08;3,23E-08;;
330;9,72E-01;3,47E-01;0,00E+00;6,37E-02;9,64E-01;1,00E+00;1,98E-07;1,42E-07;;
225;0,00E+00;1,67E-01;9,97E-01;1,00E+00;9,84E-01;1,71E-01;1,87E-06;1,27E-06;;
210;0,00E+00;2,63E-01;9,77E-01;1,00E+00;9,70E-01;4,00E-02;1,89E-07;1,49E-07;;
60;1,00E+00;9,88E-01;8,29E-01;0,00E+00;2,68E-02;8,57E-01;2,20E-07;1,36E-07;;
345;1,00E+00;9,09E-01;0,00E+00;3,60E-02;9,68E-01;9,78E-01;1,95E-06;1,17E-06;;
315;1,00E+00;1,14E-01;0,00E+00;1,19E-01;9,69E-01;9,41E-01;6,46E-07;5,19E-07;;
210;0,00E+00;5,02E-01;9,93E-01;1,00E+00;9,74E-01;1,20E-01;2,05E-06;1,13E-06;;
255;3,79E-02;0,00E+00;5,08E-01;9,60E-01;1,00E+00;9,58E-01;4,62E-08;3,23E-08;;
150;6,87E-02;9,72E-01;1,00E+00;9,83E-01;5,24E-01;0,00E+00;2,46E-07;1,53E-07;;
15;1,00E+00;9,52E-01;7,33E-03;0,00E+00;7,26E-01;9,92E-01;4,80E-08;3,38E-08;;
195;0,00E+00;7,43E-01;9,93E-01;1,00E+00;9,48E-01;9,62E-03;2,10E-07;1,47E-07;;
285;9,06E-01;0,00E+00;5,17E-02;9,27E-01;9,72E-01;1,00E+00;1,86E-06;1,20E-06;;
300;9,62E-01;2,94E-02;0,00E+00;7,67E-01;9,84E-01;1,00E+00;2,18E-07;1,36E-07;;
300;9,32E-01;6,22E-03;0,00E+00;6,32E-01;9,98E-01;1,00E+00;1,48E-06;1,07E-06;;
75;1,00E+00;9,84E-01;8,95E-01;3,01E-02;0,00E+00;8,91E-01;1,79E-06;1,20E-06;;
195;0,00E+00;7,91E-01;9,61E-01;9,57E-01;1,00E+00;1,06E-01;2,20E-06;1,17E-06;;
240;1,74E-04;0,00E+00;9,46E-01;9,88E-01;1,00E+00;8,58E-01;1,87E-06;1,18E-06;;
360;9,86E-01;8,01E-01;0,00E+00;1,14E-03;7,76E-01;1,00E+00;7,04E-07;4,95E-07;;
150;1,17E-01;9,65E-01;1,00E+00;9,91E-01;1,27E-01;0,00E+00;9,52E-08;7,71E-08;;
180;0,00E+00;9,66E-01;6,12E-01;6,64E-01;1,00E+00;1,90E-02;8,00E-07;1,46E-07;;
315;1,00E+00;1,09E-01;0,00E+00;6,14E-01;9,49E-01;9,52E-01;2,12E-06;1,15E-06;;
225;0,00E+00;3,62E-02;9,61E-01;9,89E-01;1,00E+00;4,81E-01;1,20E-06;8,71E-07;;
360;9,78E-01;8,03E-01;0,00E+00;4,50E-03;7,43E-01;1,00E+00;1,57E-08;9,14E-09;;
225;0,00E+00;1,08E-01;9,98E-01;1,00E+00;9,96E-01;1,11E-01;1,69E-06;1,38E-06;;
210;0,00E+00;3,15E-01;9,74E-01;1,00E+00;9,43E-01;5,40E-02;1,40E-06;1,06E-06;;
240;0,00E+00;6,08E-02;9,26E-01;1,00E+00;9,98E-01;9,72E-01;2,06E-06;1,08E-06;;
225;0,00E+00;1,40E-01;9,38E-01;9,88E-01;1,00E+00;1,52E-01;9,64E-08;6,97E-08;;
270;5,69E-01;0,00E+00;5,67E-01;9,76E-01;1,00E+00;9,88E-01;2,31E-07;1,18E-07;;
165;1,36E-01;1,00E+00;8,85E-01;9,45E-01;8,90E-01;0,00E+00;1,46E-06;6,20E-07;;
285;9,81E-01;0,00E+00;1,10E-01;9,71E-01;8,88E-01;1,00E+00;1,38E-06;7,49E-07;;
225;0,00E+00;7,19E-02;9,71E-01;1,00E+00;9,80E-01;7,45E-02;2,06E-07;1,79E-07;;
345;9,83E-01;8,99E-01;0,00E+00;2,41E-02;9,95E-01;1,00E+00;2,61E-07;1,65E-07;;
180;0,00E+00;8,20E-01;1,00E+00;9,96E-01;8,51E-01;8,85E-04;1,80E-06;1,16E-06;;
15;1,00E+00;9,57E-01;1,32E-02;0,00E+00;8,69E-01;1,00E+00;5,04E-08;3,38E-08;;
225;0,00E+00;2,01E-01;1,00E+00;9,83E-01;9,97E-01;2,09E-01;1,74E-06;1,11E-06;;
285;8,87E-01;0,00E+00;3,52E-02;8,50E-01;1,00E+00;9,72E-01;3,22E-07;2,13E-07;;
315;9,78E-01;4,26E-02;0,00E+00;4,66E-02;9,97E-01;1,00E+00;6,00E-07;5,57E-07;;
